run_id,geometry_id,repeat_index,seed,target_distance_m,total_distance_m,waypoint_count,stop_count,speed_m_s,altitude_m,total_flight_time_s,total_flight_energy_wh,mean_power_w,battery_voltage_mean_v,battery_current_mean_a,valid_energy_intervals,sample_count,valid,source_file,source_repeat_index
72ab671e_geometry_0015_03,geometry_0015,3,1553210608,168.32650100371632,168.32650100371632,2,2,2.5,13.0,113.88478822400066,9.089003859464746,287.2705674304601,16.31528259056299,17.638893296521832,1138,1139,True,smoke_test1.csv,3
72ab671e_geometry_0016_03,geometry_0016,3,298737106,162.45970466463936,162.45970466463936,6,6,2.5,13.0,123.88473321200216,9.9208423457228,288.25475459623993,16.30065615009742,17.714293380235596,1238,1239,True,smoke_test1.csv,3
72ab671e_geometry_0017_03,geometry_0017,3,1242911821,185.8021309708336,185.8021309708336,2,2,2.5,13.0,120.88366569300342,9.69298061425065,288.62284571090174,16.30443172439058,17.732133578321132,1208,1209,True,smoke_test1.csv,3
72ab671e_geometry_0018_03,geometry_0018,3,433797840,216.8508353624235,216.8508353624235,2,2,2.5,13.0,133.88482225500047,10.76276111746712,289.36284208443686,16.286646793812757,17.79568292197227,1338,1339,True,smoke_test1.csv,3
72ab671e_geometry_0019_03,geometry_0019,3,1566942273,153.35683237321106,153.35683237321103,5,5,2.5,13.0,117.88287717300044,9.452675475219896,288.62823012547466,16.308026223995608,17.72910050065134,1178,1179,True,smoke_test1.csv,3
72ab671e_geometry_0020_03,geometry_0020,3,899825838,139.22895473870122,139.22895473870125,3,3,2.5,13.0,105.88348160199894,8.405369910971528,285.7314410948589,16.327442736531115,17.53315356691791,1058,1059,True,smoke_test1.csv,3
72ab671e_geometry_0021_03,geometry_0021,3,306671447,187.22240318753617,187.22240318753617,7,7,2.5,13.0,137.88304889600113,11.143085227198016,290.89781767806124,16.279082012660613,17.897751539859158,1378,1379,True,smoke_test1.csv,3
72ab671e_geometry_0022_03,geometry_0022,3,1051454923,204.95791566691776,204.9579156669178,6,6,2.5,13.0,141.8853751070019,11.45134721874927,290.51928731551857,16.27437989555504,17.879386493695968,1418,1419,True,smoke_test1.csv,3
72ab671e_geometry_0023_03,geometry_0023,3,1159417075,153.9616338961785,153.9616338961785,3,3,2.5,13.0,111.88431000900164,8.845693637007264,284.5775103548442,16.321168800674453,17.469579595955917,1118,1119,True,smoke_test1.csv,3
72ab671e_geometry_0024_03,geometry_0024,3,943239974,217.5476610071985,217.54766100719849,7,7,2.5,13.0,148.8840005509992,12.140945232658634,293.53313328849265,16.261284880064892,18.07695055931376,1488,1489,True,smoke_test1.csv,3
72ab671e_geometry_0025_03,geometry_0025,3,240251661,191.3483568779032,191.3483568779032,7,7,2.5,13.0,138.8828333950005,11.21338370049963,290.6259112467806,16.277984196200826,17.882216993362633,1388,1389,True,smoke_test1.csv,3
72ab671e_geometry_0026_03,geometry_0026,3,1354860540,211.48841504108933,211.48841504108933,3,3,2.5,13.0,134.8836699780004,10.85471848461288,289.6718557748652,16.28484584845111,17.81653036109225,1348,1349,True,smoke_test1.csv,3
