run_id,geometry_id,repeat_index,seed,target_distance_m,total_distance_m,waypoint_count,stop_count,speed_m_s,altitude_m,total_flight_time_s,total_flight_energy_wh,mean_power_w,battery_voltage_mean_v,battery_current_mean_a,valid_energy_intervals,sample_count,valid,source_file,source_repeat_index
c8310217_geometry_0015_03,geometry_0015,6,1553210608,168.32650100371632,168.32650100371632,2,2,2.5,13.0,114.88425876800466,9.12759213223058,285.980030271509,16.315597823020994,17.560278072752208,1148,1149,True,smoke_test2.csv,3
c8310217_geometry_0018_03,geometry_0018,6,433797840,216.8508353624235,216.8508353624235,2,2,2.5,13.0,133.8851030309961,10.792076951955284,290.1511147991739,16.28564008409359,17.844689647237963,1338,1339,True,smoke_test2.csv,3
c8310217_geometry_0021_03,geometry_0021,6,306671447,187.22240318753617,187.22240318753617,7,7,2.5,13.0,136.8848189650016,11.090823141213413,291.6479680532405,16.279361613394137,17.94305288064558,1368,1369,True,smoke_test2.csv,3
c8310217_geometry_0022_03,geometry_0022,6,1051454923,204.95791566691776,204.9579156669178,6,6,2.5,13.0,140.88377759199648,11.444516006127682,292.40644692441066,16.273231407528318,17.995499912387643,1408,1409,True,smoke_test2.csv,3
c8310217_geometry_0023_03,geometry_0023,6,1159417075,153.9616338961785,153.9616338961785,3,3,2.5,13.0,111.88383991499722,8.845673488225074,284.5772450256438,16.321179484554015,17.469543808933025,1118,1119,True,smoke_test2.csv,3
c8310217_geometry_0024_03,geometry_0024,6,943239974,217.5476610071985,217.54766100719849,7,7,2.5,13.0,148.88276048900298,12.120207255575034,293.0318565088068,16.26192293365663,18.04570810169562,1488,1489,True,smoke_test2.csv,3
c8310217_geometry_0026_03,geometry_0026,6,1354860540,211.48841504108933,211.48841504108933,3,3,2.5,13.0,134.88400221000484,10.884185699744297,290.45824692555874,16.283769476051415,17.865425818690202,1348,1349,True,smoke_test2.csv,3
c8310217_geometry_0027_03,geometry_0027,6,906164396,152.12890511708434,152.12890511708437,5,5,2.5,13.0,117.88293617299496,9.37463422570272,286.24654108044984,16.311174651543098,17.581509336279396,1178,1179,True,smoke_test2.csv,3
c8310217_geometry_0028_03,geometry_0028,6,1351531223,228.1312921413762,228.1312921413762,6,6,2.5,13.0,150.88384764100192,12.260705421496882,292.50001706934387,16.26004253688279,18.01520833733996,1508,1509,True,smoke_test2.csv,3
c8310217_geometry_0029_03,geometry_0029,6,1699226064,184.8701864471808,184.8701864471808,3,3,2.5,13.0,123.88362160999532,9.956125444842687,289.27971904657767,16.29961013947888,17.777182768245588,1238,1239,True,smoke_test2.csv,3
c8310217_geometry_0030_03,geometry_0030,6,1137651678,201.03733338629272,201.0373333862928,7,7,2.5,13.0,142.8839911230025,11.572214111162582,291.5302968695632,16.271743255198793,17.943841439118497,1428,1429,True,smoke_test2.csv,3
c8310217_geometry_0032_03,geometry_0032,6,1715412119,210.09019129609493,210.09019129609493,7,7,2.5,13.0,146.88482146400202,11.905338931797358,291.7560272870127,16.266189319410643,17.963437289369804,1468,1469,True,smoke_test2.csv,3
c8310217_geometry_0033_03,geometry_0033,6,594130308,127.5821893186488,127.5821893186488,4,4,2.5,13.0,103.88431096300336,8.19566785092111,283.9669763302549,16.33222890749244,17.421655035254126,1038,1039,True,smoke_test2.csv,3
c8310217_geometry_0034_03,geometry_0034,6,202363285,191.3775201494045,191.3775201494046,6,6,2.5,13.0,134.88399957500224,10.922150029229412,291.4717048991396,16.282263961520524,17.929058169505613,1348,1349,True,smoke_test2.csv,3
c8310217_geometry_0035_03,geometry_0035,6,687117441,197.26315825683164,197.2631582568316,8,8,2.5,13.0,144.8877697229982,11.768546293741895,292.3743563890093,16.267937318632075,17.99937844171534,1448,1449,True,smoke_test2.csv,3
